movieId,title,genres,tag,relevant_tags,combined_features,imdbId
54049,"Mean Season, The (1985)",Crime Thriller,Phillip Borsos Betamax,,Crime Thriller Phillip Borsos Betamax ,89572
54056,Back In Action (1993),Action Adventure Drama,,,Action Adventure Drama  ,109195
54067,Heart of Dragon (Long de xin) (1985),Action Comedy Crime Drama War,,,Action Comedy Crime Drama War  ,91427
54075,Arn: The Knight Templar (Arn - Tempelriddaren) (2007),Action Adventure Drama Romance War,church crusaders crusades Islam knights medieval Saladin templar templars war church crusaders medieval templar templars crusades erlend's DVDs medieval medieval based on a book desert holy war illegitimate child Jan Guillou Jerusalem king library monastery monks nunnery nuns sister sister relationship sword fight medieval war,medieval based on a book islam swedish books,Action Adventure Drama Romance War church crusaders crusades Islam knights medieval Saladin templar templars war church crusaders medieval templar templars crusades erlend's DVDs medieval medieval based on a book desert holy war illegitimate child Jan Guillou Jerusalem king library monastery monks nunnery nuns sister sister relationship sword fight medieval war medieval based on a book islam swedish books,837106
54094,Driving Lessons (2006),Comedy Drama,netflix Rupert Grint Jeremy Brock gingers are scary Rupert Grint,coming of age mentor good soundtrack original coming-of-age,Comedy Drama netflix Rupert Grint Jeremy Brock gingers are scary Rupert Grint coming of age mentor good soundtrack original coming-of-age,446687
54116,First Snow (2006),Drama Thriller,waste of 95 minutes Mark Fergus Fate Fate Male Female Relationship male-female relationship,noir thriller neo-noir suspense suspenseful psychological,Drama Thriller waste of 95 minutes Mark Fergus Fate Fate Male Female Relationship male-female relationship noir thriller neo-noir suspense suspenseful psychological,432289
54121,Broken Arrow (1950),Drama Romance Western,less than 300 ratings Old Tucson Studios Setting:Arizona Setting:Tucson youtube Delmer Daves,,Drama Romance Western less than 300 ratings Old Tucson Studios Setting:Arizona Setting:Tucson youtube Delmer Daves ,42286
54144,"Last Time, The (2006)",Comedy Drama Romance,nudity (topless),,Comedy Drama Romance nudity (topless) ,469689
54171,Re-cycle (Gwai wik) (2006),Fantasy Horror,atmospheric bad ending scenery surreal atmospheric atmospherically beautiful beautiful scenery Alternative realities author TRAPPED OR CONFINED,,Fantasy Horror atmospheric bad ending scenery surreal atmospheric atmospherically beautiful beautiful scenery Alternative realities author TRAPPED OR CONFINED ,498311
54176,No Time For Sergeants (1958),Adventure Comedy War,Mervyn LeRoy BD-R might like,,Adventure Comedy War Mervyn LeRoy BD-R might like ,52005
54185,Manufactured Landscapes (2006),Documentary,Jennifer Baichwal artist artistic cinematography Epic stylized artistic slow boring,,Documentary Jennifer Baichwal artist artistic cinematography Epic stylized artistic slow boring ,832903
54190,Across the Universe (2007),Drama Fantasy Musical Romance,Beatles soundtrack Beatles Beatles soundtrack Evan Rachel Wood Jim Sturgess disappointing formulaic visually appealing weak plot Beatles Nudity (Topless - Brief) BGAB LRC sg Beatles less than 300 ratings Jim Sturgess musical The Beatles musical Nudity (Topless - Brief) Beatles Beatles musical weak plot musical rock and roll Julie Taymor Beatles Beatles soundtrack notable soundtrack Beatles musical rock and roll Evan Rachel Wood Jim Sturgess Beatles soundtrack extremely creative Julie Taymor musical stylized visually appealing 1960s Beatles rock and roll Beatles Beatles soundtrack musical The Beatles less than 300 ratings Beatles Beatles soundtrack The Beatles PG13 Beatles beautiful extremely creative great sound track passionate visually appealing Beatles Beatles soundtrack Julie Taymor rock and roll 1960s Beatles musical perrot library Beatles Beatles soundtrack The Beatles music musical The Beatles uninspired 1960s Bruno Delbonnel DIVX Julie Taymor musical notable soundtrack Nudity (Topless - Brief) rock and roll The Beatles visually appealing extremely creative The Beatles Beatles Beatles soundtrack Julie Taymor To See Below R Beatles rock and roll FEWER than 300 ratings,beatles music lyrical musical visually stunning,Drama Fantasy Musical Romance Beatles soundtrack Beatles Beatles soundtrack Evan Rachel Wood Jim Sturgess disappointing formulaic visually appealing weak plot Beatles Nudity (Topless - Brief) BGAB LRC sg Beatles less than 300 ratings Jim Sturgess musical The Beatles musical Nudity (Topless - Brief) Beatles Beatles musical weak plot musical rock and roll Julie Taymor Beatles Beatles soundtrack notable soundtrack Beatles musical rock and roll Evan Rachel Wood Jim Sturgess Beatles soundtrack extremely creative Julie Taymor musical stylized visually appealing 1960s Beatles rock and roll Beatles Beatles soundtrack musical The Beatles less than 300 ratings Beatles Beatles soundtrack The Beatles PG13 Beatles beautiful extremely creative great sound track passionate visually appealing Beatles Beatles soundtrack Julie Taymor rock and roll 1960s Beatles musical perrot library Beatles Beatles soundtrack The Beatles music musical The Beatles uninspired 1960s Bruno Delbonnel DIVX Julie Taymor musical notable soundtrack Nudity (Topless - Brief) rock and roll The Beatles visually appealing extremely creative The Beatles Beatles Beatles soundtrack Julie Taymor To See Below R Beatles rock and roll FEWER than 300 ratings beatles music lyrical musical visually stunning,445922
54193,Broken English (2007),Comedy Drama Romance,less than 300 ratings,loneliness paris relationships romantic life philosophy,Comedy Drama Romance less than 300 ratings loneliness paris relationships romantic life philosophy,772157
54196,Brand Upon the Brain! (2006),Adventure Fantasy Mystery,netflix Neo-silent Nudity (Topless - Brief) Nudity (Topless) Criterion Guy Maddin nudity (topless) island,,Adventure Fantasy Mystery netflix Neo-silent Nudity (Topless - Brief) Nudity (Topless) Criterion Guy Maddin nudity (topless) island ,443455
54198,Boris and Natasha (1992),Action Comedy,,,Action Comedy  ,101500
54220,"Sterile Cuckoo, The (1969)",Comedy Drama,,,Comedy Drama  ,65037
54229,When the Wind Blows (1986),Animation War,death nuclear war old age Raymond Briggs Jimmy T. Murakami based on a book animation 01/11 02/11 03/11 05/11 Betamax VHS,,Animation War death nuclear war old age Raymond Briggs Jimmy T. Murakami based on a book animation 01/11 02/11 03/11 05/11 Betamax VHS ,90315
54239,"Dawn Patrol, The (Flight Commander) (1930)",Action Drama War,Howard Hawks might like,,Action Drama War Howard Hawks might like ,20815
54241,"Lives of a Bengal Lancer, The (1935)",Adventure Drama,Henry Hathaway colonialism India 01/11 02/11 03/11 04/11 05/11 06/11 07/10 08/10 09/10 10/10 11/10 11/11 12/10 colonialism Gary Cooper India,,Adventure Drama Henry Hathaway colonialism India 01/11 02/11 03/11 04/11 05/11 06/11 07/10 08/10 09/10 10/10 11/10 11/11 12/10 colonialism Gary Cooper India ,26643
54243,"Piano Tuner of Earthquakes, The (2005)",Drama Fantasy Romance,,,Drama Fantasy Romance  ,342882
54248,"Dog's Breakfast, A (2007)",Comedy,cameo cameos dark comedy David Hewlett indie Paul McGillion Stargate connection dark DARK COMEDY insanity killing dark comedy,,Comedy cameo cameos dark comedy David Hewlett indie Paul McGillion Stargate connection dark DARK COMEDY insanity killing dark comedy ,796314
54251,Dorian Blues (2004),Comedy,,,Comedy  ,398963
54254,Come Early Morning (2006),Drama Romance,might like,,Drama Romance might like ,457308
54256,Hot Rod (2007),Comedy,Andy Samberg funny future cult classic Andy Samberg Isla Fisher stunts Andy Samberg Bill Hader trash Andy Samberg Bill Hader Danny McBride Ian McShane movie to see Will Arnett Andy Samberg Andy Samberg Bill Hader Isla Fisher Will Arnett movie to see future cult classic less than 300 ratings Akiva Schaffer Andy Samberg Bill Hader Danny McBride Andy Samberg cool beans future cult classic nonsensical stunts funny Isla Fisher comedy stunts USA less than 300 ratings cool beans FEWER than 300 ratings,comedy off-beat comedy hilarious humorous funny,Comedy Andy Samberg funny future cult classic Andy Samberg Isla Fisher stunts Andy Samberg Bill Hader trash Andy Samberg Bill Hader Danny McBride Ian McShane movie to see Will Arnett Andy Samberg Andy Samberg Bill Hader Isla Fisher Will Arnett movie to see future cult classic less than 300 ratings Akiva Schaffer Andy Samberg Bill Hader Danny McBride Andy Samberg cool beans future cult classic nonsensical stunts funny Isla Fisher comedy stunts USA less than 300 ratings cool beans FEWER than 300 ratings comedy off-beat comedy hilarious humorous funny,787475
54259,Stardust (2007),Adventure Comedy Fantasy Romance,adapted from:book animal:various author:Neil Gaiman magic realism magical aging/immortality men in drag (scene) murder pirates fairy tale romance british Clare Danes crude humor fairy tale fairy tale romance fantasy world good vs evil Iceland magic magical aging/immortality men in drag (scene) Michelle Pfeiffer modern fantasy pirates Robert De Niro visually appealing witches Gaiman magical aging/immortality adventure british crude humor fairy tale fantasy pirates Robert De Niro romance visually appealing adapted from:book atmospheric bad fx bad plot BAD special effects fairy tale fantasy humor magic Michelle Pfeiffer Neil Gaiman old story pirates Robert De Niro blue blood Claire Danes fairy tale magical aging/immortality Neil Gaiman fairy tale fantasy fantasy world romance Neil Gaiman author:Neil Gaiman fairy tale romance Neil Gaiman coming of age fairy tale romance fantasy Michelle Pfeiffer Robert De Niro Ricky Gervais author:Neil Gaiman modern fantasy adventure Gay stereotypes magic pirates coming of age Robert De Niro whimsical fairy tale movie to see based on a book viegla jauka filmiÅ†a magic realism fairy tale pirates Robert De Niro romance comedy fairy tale romance Claire Danes comedy fantasy world Robert De Niro atmospheric magic whimsical based on a book fairy tale fairy tale atmospheric costumes modern fantasy fairy tale Couldn't watch twice though Not predictive humour Refreshing based on a book fairy tale fantasy Gay stereotypes good vs evil Ian McKellen magic realism Neil Gaiman witches crude humor accent acting actors adventure based on a book charlie cox fantasy world humour Mark Strong pirates (minor) Robert De Niro Special Effects sweet romance visuals adventure atmospheric dark humour good plot Matthew Vaughn violent visually appealing whimsical wonderful adapted from:book atmospheric author:Neil Gaiman based on a book british coming of age fairy tale fantasy modern fantasy Robert De Niro whimsical fairy tale magic realism pirates Matthew Vaughn atmospheric fantasy coming of age fairy tale romance novel Matthew Vaughn Ricky Gervais British Mark Strong Neil Gaiman Robert De Niro crude humor should be PG17 true meaning of love Wall witches Example how can you ruin excellent book not for kids adventure comedy fantasy humor magic magic realism pirates based on a book comedy fairy tale fairy tale romance Robert De Niro charlie cox cute fantasy Robert De Niro based on a book fairy tale romance fantasy Michelle Pfeiffer murder Neil Gaiman pirates Robert De Niro witches Neil Gaiman based on a book crude humor fairy tale gay stereotypes Iceland magic Neil Gaiman pirates whimsical witch fairy tale adapted from:book adventure atmospheric author:Neil Gaiman based on a book british comedy coming of age fairy tale fantasy fantasy world magic modern fantasy atmospheric based on a book fairy tale romance fantasy magic adventure British comedy heart magic based on a book comedy fairy tale PG13 not as good as the book based on a book coming of age crude humor fairy tale fairy tale romance british humour coming of age fairy tale romance magic realism Neil Gaiman pirates atmospheric comedy fairy tale fantasy pirates romance fairy tale humor Michelle Pfeiffer Robert De Niro FIOS on demand Neil Gaiman coming of age fairy tale fantasy fantasy world magic pirates Robert De Niro based on a book fairy tale Neil Gaiman fairy tale magic Robert De Niro romance british fairy tale fairy tale romance fantasy fairy tale humour Neil Gaiman romance adventure fairy tale romance fantasy favorite magic Neil Gaiman romance whimsical Do zassania adventure british coming of age fairy tale fantasy world Hugo Award murder romance fairy tale fantasy fantasy world Robert De Niro adventure author:Neil Gaiman Claire Danes crude humor fantasy fantasy world gay stereotypes magical aging/immortality Neil Gaiman not funny Robert De Niro atmospheric fairy tale fairy tale romance Clare Danes fairy tale fairy tale magic realism based on a book fantasy Ian McKellen magic Michelle Pfeiffer Peter O'Toole Robert De Niro adventure author:Neil Gaiman british fairy tale fantasy pirates whimsical Gay stereotypes,author:neil gaiman modern fantasy fairy tale fantasy world fantasy,Adventure Comedy Fantasy Romance adapted from:book animal:various author:Neil Gaiman magic realism magical aging/immortality men in drag (scene) murder pirates fairy tale romance british Clare Danes crude humor fairy tale fairy tale romance fantasy world good vs evil Iceland magic magical aging/immortality men in drag (scene) Michelle Pfeiffer modern fantasy pirates Robert De Niro visually appealing witches Gaiman magical aging/immortality adventure british crude humor fairy tale fantasy pirates Robert De Niro romance visually appealing adapted from:book atmospheric bad fx bad plot BAD special effects fairy tale fantasy humor magic Michelle Pfeiffer Neil Gaiman old story pirates Robert De Niro blue blood Claire Danes fairy tale magical aging/immortality Neil Gaiman fairy tale fantasy fantasy world romance Neil Gaiman author:Neil Gaiman fairy tale romance Neil Gaiman coming of age fairy tale romance fantasy Michelle Pfeiffer Robert De Niro Ricky Gervais author:Neil Gaiman modern fantasy adventure Gay stereotypes magic pirates coming of age Robert De Niro whimsical fairy tale movie to see based on a book viegla jauka filmiÅ†a magic realism fairy tale pirates Robert De Niro romance comedy fairy tale romance Claire Danes comedy fantasy world Robert De Niro atmospheric magic whimsical based on a book fairy tale fairy tale atmospheric costumes modern fantasy fairy tale Couldn't watch twice though Not predictive humour Refreshing based on a book fairy tale fantasy Gay stereotypes good vs evil Ian McKellen magic realism Neil Gaiman witches crude humor accent acting actors adventure based on a book charlie cox fantasy world humour Mark Strong pirates (minor) Robert De Niro Special Effects sweet romance visuals adventure atmospheric dark humour good plot Matthew Vaughn violent visually appealing whimsical wonderful adapted from:book atmospheric author:Neil Gaiman based on a book british coming of age fairy tale fantasy modern fantasy Robert De Niro whimsical fairy tale magic realism pirates Matthew Vaughn atmospheric fantasy coming of age fairy tale romance novel Matthew Vaughn Ricky Gervais British Mark Strong Neil Gaiman Robert De Niro crude humor should be PG17 true meaning of love Wall witches Example how can you ruin excellent book not for kids adventure comedy fantasy humor magic magic realism pirates based on a book comedy fairy tale fairy tale romance Robert De Niro charlie cox cute fantasy Robert De Niro based on a book fairy tale romance fantasy Michelle Pfeiffer murder Neil Gaiman pirates Robert De Niro witches Neil Gaiman based on a book crude humor fairy tale gay stereotypes Iceland magic Neil Gaiman pirates whimsical witch fairy tale adapted from:book adventure atmospheric author:Neil Gaiman based on a book british comedy coming of age fairy tale fantasy fantasy world magic modern fantasy atmospheric based on a book fairy tale romance fantasy magic adventure British comedy heart magic based on a book comedy fairy tale PG13 not as good as the book based on a book coming of age crude humor fairy tale fairy tale romance british humour coming of age fairy tale romance magic realism Neil Gaiman pirates atmospheric comedy fairy tale fantasy pirates romance fairy tale humor Michelle Pfeiffer Robert De Niro FIOS on demand Neil Gaiman coming of age fairy tale fantasy fantasy world magic pirates Robert De Niro based on a book fairy tale Neil Gaiman fairy tale magic Robert De Niro romance british fairy tale fairy tale romance fantasy fairy tale humour Neil Gaiman romance adventure fairy tale romance fantasy favorite magic Neil Gaiman romance whimsical Do zassania adventure british coming of age fairy tale fantasy world Hugo Award murder romance fairy tale fantasy fantasy world Robert De Niro adventure author:Neil Gaiman Claire Danes crude humor fantasy fantasy world gay stereotypes magical aging/immortality Neil Gaiman not funny Robert De Niro atmospheric fairy tale fairy tale romance Clare Danes fairy tale fairy tale magic realism based on a book fantasy Ian McKellen magic Michelle Pfeiffer Peter O'Toole Robert De Niro adventure author:Neil Gaiman british fairy tale fantasy pirates whimsical Gay stereotypes author:neil gaiman modern fantasy fairy tale fantasy world fantasy,486655
